key,player,pick,pos,college,year,team,n_college_picks,short_college,age,bench,broad,carav,def_int,def_int_td,def_int_yards,forty,fumbles_forced,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,games,height,kick_ret,kick_ret_td,kick_ret_yds,pass_att,pass_cmp,pass_defended,pass_int,pass_td,pass_yds,punt_ret,punt_ret_td,punt_ret_yds,rec,rec_td,rec_yds,rush_att,rush_td,rush_yds,sacks,seasons,shuttle,tackles_assists,tackles_combined,tackles_loss,tackles_solo,threecone,vertical,weight
Adam Grant-2011,Adam Grant,257.0,OT,Arizona,2011.0,,87,Arizona,22.13862565026501,25.0,99.0,0.0,0.0,0.0,0.0,5.54,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.25,26.5,325.0
Alex Linnenkohl-2011,Alex Linnenkohl,257.0,C,Oregon State,2011.0,,54,Oregon State,22.247308976730643,24.0,89.0,0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.0,0.0,0.0,0.0,7.67,26.5,304.0
Andre Holmes-2011,Andre Holmes,257.0,WR,Hillsdale,2011.0,,2,SMALL SCHOOL,23.651283670724407,11.0,130.0,0.0,0.0,0.0,0.0,4.51,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.0,0.0,6.69,35.0,210.0
Anthony Castonzo-2011,Anthony Castonzo,257.0,OT,Boston Col.,2011.0,,107,Boston Col.,23.62372413899,28.0,105.0,0.0,0.0,0.0,0.0,5.21,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,7.25,29.5,311.0
Ben Ijalana-2011,Ben Ijalana,49.0,T,Villanova,2011.0,IND,8,SMALL SCHOOL,22.0,29.891193918246984,100.41479012362576,6.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7802295131755965,0.0,0.0,0.0,0.0,7.963853587726904,26.584192819315888,317.0
Bill Nagy-2011,Bill Nagy,252.0,G,Wisconsin,2011.0,DAL,208,Wisconsin,23.0,20.268169598944326,115.8472986778325,2.0,0.0,0.0,0.0,4.772334505516511,0.0,0.0,0.0,0.0,0.0,74.57575807319807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.377298442945481,0.0,0.0,0.0,0.0,7.222432841162187,33.600958064705836,251.65830499646074
Brandon Fusco-2011,Brandon Fusco,172.0,C,Slippery Rock,2011.0,MIN,1,SMALL SCHOOL,23.0,26.0,108.0,35.0,0.0,0.0,0.0,5.18,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,7.29,28.5,306.0
Buster Skrine-2011,Buster Skrine,137.0,DB,Chattanooga,2011.0,CLE,7,SMALL SCHOOL,22.0,20.0,122.0,35.0,0.0,0.0,0.0,4.37,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,6.44,37.0,186.0
Byron Stingily-2011,Byron Stingily,175.0,T,Louisville,2011.0,TEN,142,Louisville,22.0,19.682217461506724,113.42005827468732,4.0,0.0,0.0,0.0,4.772838087374288,0.0,0.0,0.0,0.0,0.0,73.08217786941191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.397700513129228,0.0,0.0,0.0,0.0,7.302831311393288,32.14353497427021,234.33969426095393
Caleb Schlauderaff-2011,Caleb Schlauderaff,179.0,G,Southern Utah,2011.0,GNB,9,SMALL SCHOOL,23.0,24.652784422368796,105.18624028702787,1.0,0.0,0.0,0.0,5.18,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.659545190814265,0.0,0.0,0.0,0.0,7.688103664563412,29.46643411106436,305.0
