Name,Black,East Asian,Hispanic/Latino,South Asian,White,Other,Male,Female
a.bad.moms.chri_tt6359956,0.017131992133135574,0.0,0.03888870739054015,0.022203636791312473,0.945593837187269,0.0,0.1633732720073182,0.8366267279926818
a.beautiful.day_tt3224458,0.11299920767376388,0.002457897132453346,0.00603347999797704,9.44048281326388e-05,0.9296481734351553,0.0,0.8006477456745931,0.19935225432540699
a.chorus.line_tt0088915,0.17684299545083393,0.032555698122010986,0.08369153155254865,0.0078215521598818,0.7292624130020596,0.0,0.4206902992541993,0.5793097007458007
a.christmas.sto_tt0085334,0.0,0.0,0.0,0.0,1.0,0.0,0.8159668100366824,0.18403318996331758
a.civil.action_tt0120633,0.0009135829930567692,0.0034914758734647835,0.03409968382084241,0.022124596831853048,0.9246611798725749,0.02609113586170736,0.9306964087233146,0.06930359127668545
a.cry.in.the.da_tt0094924,0.0,0.0,0.004698463365026226,0.0,0.995301536634974,0.0,0.5611383039271486,0.43886169607285147
a.dogs.purpose_tt1753383,0.11799558777182477,0.015464617324056329,0.14651506703192804,0.009265679167979832,0.7767751945501706,0.0,0.6635131052194274,0.33648689478057253
a.good.day.to.d_tt1606378,0.01485719276792733,0.0,0.041989693423006395,0.0,0.9726613678050485,0.0,0.9269994162288383,0.0730005837711617
a.history.of.vi_tt0399146,0.0,0.0,0.018176934097421195,0.0,1.0,0.0,0.815890824644731,0.18410917535526908
a.knights.tale_tt0183790,0.004758625227556864,0.012062816660452261,0.06814818064176521,0.0,0.9366104445857917,0.0,0.8053045186640472,0.19469548133595285
a.little.prince_tt0113670,0.09641420182688125,0.0,0.0518880491518051,0.0,0.901163549369291,0.0,0.15020849855458057,0.8497915014454194
a.low.down.dirt_tt0110399,0.8322963539513049,0.006778066953680507,0.1439163605996481,0.018192137118024306,0.06790633943845825,0.008244756322006828,0.6972365499573014,0.30276345004269856
a.madea.family._tt7054636,0.98337686387429,0.0,0.03549683689962641,0.004994594363151754,0.03639064022007904,0.0,0.5454667211325329,0.45453327886746714
a.nightmare.on._tt0087800,0.0,0.0,0.03977645065964367,0.006815287411748704,0.9568159056344817,0.0,0.21807790826929582,0.7819220917307041
a.nightmare.on._tt0097981,0.04958214378406433,0.0,0.09916428756812866,0.0,0.8249329526775654,0.05111168786227196,0.3156965517241379,0.6843034482758621
a.nightmare.on._tt1179056,0.0,0.01899189330543933,0.06064657426778244,0.0,0.9506848195606692,0.0,0.4246166328600406,0.5753833671399594
a.passage.to.in_tt0087892,0.0,0.0,0.0960778848451063,0.04556820896710999,0.8611559289639246,0.025982320617982016,0.661044116897826,0.3389558831021739
a.private.funct_tt0089838,0.0,0.0,0.02316869344706357,0.0,0.9846248054867156,0.0,0.7103899107531563,0.2896100892468437
a.quiet.place.p_tt8332922,0.04391728960694478,0.0,0.05481673498914878,0.0,0.9230256812153366,0.0,0.4382012359752805,0.5617987640247195
a.river.runs.th_tt0105265,0.0,0.0032675224137813123,0.05767813057780026,0.0,0.9877909004493015,0.0,0.837926707332622,0.162073292667378
a.room.with.a.v_tt0091867,0.0,0.0,0.0300055474655017,0.0,0.996842105263158,0.003157894736842106,0.4272321458811735,0.5727678541188265
a.separation_tt1832382,0.014257941943180308,0.021739642704605378,0.20221505471361892,0.38242094876213234,0.5189877612335972,0.07547165643087526,0.48688332561497183,0.5131166743850282
a.serious.man_tt1019452,0.009605410987664128,0.008590850800640058,0.026207201788531163,0.005623205510854886,0.9690854205204439,0.004071859005640229,0.8542016759963053,0.14579832400369475
a.soldiers.stor_tt0088146,0.8589585148376409,0.0,0.008949372398438259,0.0062276144687167245,0.13371140008389534,0.00733008507846364,0.9842318380309647,0.01576816196903533
a.sunday.in.the_tt0088318,0.0,0.0,0.028338375748947018,0.0,0.9858308121255261,0.0,0.7000059322536631,0.29999406774633686
a.thin.line.bet_tt0117891,0.9952878369087874,0.0,0.0015566904718476847,0.003155472619364977,0.001754521347494844,0.0,0.614819647433095,0.38518035256690497
a.walk.in.the.c_tt0114887,0.03681748036604183,0.1278738315460452,0.150912647316119,0.0008580948917306389,0.8744104897923095,0.03681748036604183,0.6304836109117683,0.36951638908823176
a.world.apart_tt0096464,0.11070281978880595,0.0,0.103711368119754,0.008613120334197191,0.8523121107801805,0.0,0.22059007195765162,0.7794099280423483
a.wrinkle.in.ti_tt1620680,0.40730979187990457,0.09632851889760792,0.07706035103680962,0.08004947117024905,0.4677214829978386,0.0,0.42925499360151337,0.5707450063984866
about.a.boy_tt0276751,0.0,0.0,0.008955452253617595,0.0,1.0,0.0,0.7347905186625245,0.26520948133747546
about.schmidt_tt0257360,0.0,0.0,0.008953183044735663,0.0,0.9910468169552645,0.0,0.7803457957736072,0.21965420422639279
about_last_night,0.0,0.0,0.04529238927196999,0.008257239243774793,0.9834855215124504,0.0005366982914692179,0.5565305044880718,0.4434694955119282
absence_of_malice,0.0,0.008949310015029377,0.0,0.0,0.9910506899849711,0.0,0.6164605216246606,0.38353947837533936
absolute.power_tt0118548,0.06450255459870272,0.0016976817335566303,0.0048856168867050355,0.0,0.9328408327736736,0.0,0.7601985843817859,0.23980141561821405
abyss,0.05594585773914836,0.0,0.15829654568253254,0.0,0.8865254135390014,0.0,0.6307860756626142,0.3692139243373858
accidental.tour_tt0094606,0.0,0.0,0.001781223805532272,0.001007544006705784,0.997211232187762,0.0,0.730212133608275,0.26978786639172503
accountant_tt2140479,0.11110598431199473,0.0,0.051947960759925416,0.029747025899251704,0.8470610066804425,0.0,0.7126420298779408,0.2873579701220592
accused_tt0094608,0.0,0.004569859005882535,0.010297550499548697,0.0027350680070963923,0.9837031964891535,0.00899187649786797,0.4348006511954544,0.5651993488045456
ace.ventura.when.nature.calls_tt0112281,0.12890768460297145,0.0,0.0,0.0,0.8752412219687269,0.0,0.958937756776702,0.041062243223297976
ace_ventura,0.0018600802317005165,0.005546061271114788,0.02942038892586663,0.010772814765511165,0.979549910953606,0.0,0.7255658799943433,0.2744341200056567
across.the.univ_tt0445922,0.0807932627003532,0.04405917364352572,0.04286631597145047,0.005969227729618931,0.8456776402986672,0.0,0.6505569288501057,0.34944307114989426
act.of.valor_tt1591479,0.001994101951973038,0.0008847072040443757,0.21177362729953658,0.014537284089313299,0.8252548799325936,0.016441511023732626,0.8499910004885449,0.1500089995114551
action.jackson_tt0094612,0.5925783249123003,0.01632936009453889,0.039798453507523084,0.007275586448185059,0.4254147707711062,0.005638835385087792,0.7631742812411044,0.23682571875889552
ad.astra_tt2935510,0.09155008233693705,0.0,0.04853153862676305,0.0017856375742822366,0.9153748120569914,0.0,0.8791890947221251,0.12081090527787487
adaptation._tt0268126,0.0,0.0017130922158383674,0.007388940850498246,0.0008565461079191837,0.9944324502985252,0.0008565461079191837,0.716112034752762,0.283887965247238
addams.family.v_tt0106220,0.0,0.0,0.15045607297167563,0.016798243274479468,0.8773848260166071,0.009733112853612133,0.48057166493613934,0.5194283350638607
addams_family,0.0,0.0,0.220047987686179,0.024713658382000056,0.8243080266195854,0.007461632486758111,0.5817821411556523,0.41821785884434765
adjustment.bure_tt1385826,0.10584366528907257,0.006487135048660178,0.01267386570679465,0.0031435808558858817,0.8720517264364753,0.0,0.8036503553333167,0.19634964466668325
adventures.in.b_tt0092513,0.07662069199227355,0.0,0.04584279372394861,0.021623064149920372,0.8906816564437966,0.0,0.5710415389621692,0.4289584610378308
adventures.of.p_tt0109045,0.0,0.0,0.0,0.0,1.0,0.0,0.9498614554469885,0.05013854455301152
affliction_tt0118564,0.0,0.0,0.015372165103828786,0.0,0.9873098874887781,0.0010320627494151645,0.8279691802216618,0.17203081977833823
against.all.odd_tt0086859,0.03046307506053269,0.0,0.03749848668280873,0.0,0.9528881658595642,0.0,0.7327315129316684,0.2672684870683316
age.of.innocenc_tt0106226,0.0,0.0,0.0023170079462102693,0.0,1.0,0.0,0.566827817379102,0.433172182620898
agnes.of.god_tt0088683,0.0,0.19325696662628042,0.03220949443771341,0.053883687630796345,0.8816973234937764,0.0,0.06865367469112214,0.9313463253088778
air.america_tt0099005,0.0,0.043565934065934064,0.03744322344322344,0.014776556776556779,0.9106373626373635,0.0,0.9693150832376579,0.030684916762342137
air_force_one_fs,0.03299710564399421,0.0,0.02800868306801738,0.004588277858176555,0.9497445730824896,0.009102026049204057,0.8040531958134336,0.1959468041865664
airplane.ii.the_tt0083530,0.041039121209904154,0.0018489292097369277,0.0,0.0,0.9572739529876565,0.0,0.7812278564661109,0.21877214353388907
airplane_tt0080339,0.03535064280312579,0.004473909755482732,0.001450970506680111,0.0,0.9666851525081925,0.0,0.703107130003599,0.296892869996401
aladdin,0.20600193368784248,0.0,0.25348063811698857,0.42919618596742687,0.2069904482488458,0.03621247228658589,0.7221185109130225,0.27788148908697746
alexander.and.t_tt1698641,0.018422187601770924,0.0,0.005532817547287724,0.0,0.981577812398229,0.0,0.6281389908754318,0.37186100912456815
alice.through.t_tt2567026,0.0,0.003388815148062444,0.038287150693620535,0.0,0.9707704415444081,0.029187271680781817,0.37143795006462466,0.6285620499353753
alice_in_wonderland,0.0,0.003143902014279911,0.012515237708248679,0.0,0.9984663609450279,0.0,0.3496836962203565,0.6503163037796434
alien.covenant_tt2316204,0.04208584240871236,0.0,0.06334657270980139,0.0,0.9437373478539407,0.0,0.6923289886047773,0.3076710113952226
alien.nation_tt0094631,0.046827556291651876,0.02427540518159233,0.0,0.006068851295398083,0.9182262707520013,0.004601916479356442,0.9746868776642144,0.025313122335785646
alien.resurrect_tt0118583,0.07141482412344756,0.0,0.04861710197104008,0.0,0.8871095563178568,0.005070814794688042,0.5460553784738841,0.45394462152611587
alien.vs..preda_tt0370263,0.5053761027183551,0.0,0.04843879772834409,0.0,0.5045365777009585,0.0,0.5208619612742036,0.47913803872579636
alien_2,0.028173545521197215,0.0,0.013762021822572986,0.0,0.9508431448656574,0.007221287790572304,0.4671150019896538,0.5328849980103462
alien_3,0.09349252984934675,0.0,0.004797149465524788,0.0006251172094767769,0.9023354378946051,0.0,0.6044495281670003,0.39555047183299974
alita.battle.an_tt0437086,0.10427910917899309,0.0049404093060953815,0.33570836480188626,0.0006299850793007534,0.7803396761655651,0.0006299850793007534,0.5066550801448889,0.49334491985511114
alive_tt0106246,0.006849489987531358,0.0073211951868042725,0.16838673817356947,0.02359352231586221,0.8787342076404218,0.0,0.9451680268183442,0.054831973181655815
all.night.long_tt0082001,0.0,0.0,0.011612424141551227,0.0,0.9948326633037158,0.0,0.66171376551639,0.3382862344836099
all.quiet.on.th_tt1016150,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
all.the.right.m_tt0085154,0.033440116899904455,0.0,0.008467374810318666,0.0,0.958191423593548,0.0,0.8009266210505995,0.1990733789494005
all_of_me_fs,0.04472968939024965,0.0,0.05040927587236246,0.0,0.9332935317129885,0.0,0.7080399151265414,0.2919600848734586
allegiant_tt3410834,0.06964841319228376,0.01812538892345987,0.0036006533914125713,0.0010749844430616052,0.9204651524579961,0.0,0.5791716115906561,0.4208283884093439
almost.famous_tt0181875,0.0023383204633204637,0.019834298584298582,0.020254987129987113,0.0,0.9778225546975549,1.7696267696267698e-05,0.71127027127324,0.28872972872675995
along.came.a.sp_tt0164334,0.3684905906384458,0.0,0.011117388847842144,0.0,0.6272832369942195,0.0,0.6377163803126211,0.3622836196873789
along_came_polly_fs,0.005289067903494853,0.0021244422745704326,0.024786742069788578,0.00399867095216784,0.9752071551595536,0.0,0.7353367055986834,0.2646632944013166
altered_states,0.0,0.0,0.0,0.0,0.9999616493427491,3.83506572509191e-05,0.7775344615890938,0.2224655384109062
always_tt0096794,0.009891382602435283,0.0,0.0,0.0,0.9901086173975647,0.0,0.7044720888119046,0.2955279111880954
amadeus_tt0086879,0.0,0.0,0.17120643890744067,0.0,0.8711265233895588,0.0,0.8575043820625796,0.1424956179374204
amazing_spiderman,0.0004101843563391613,0.005163563844855131,0.001165966029483417,0.0332113355919912,0.9645451146136675,0.0,0.8041948649067521,0.19580513509324793
amazing_spiderman_2,0.060231429856994756,0.004209949723184067,0.007446642017332784,0.0020609581939472193,0.9264373887356459,0.004528826026566505,0.7489308973009233,0.25106910269907673
ambulance_tt4998632,0.2685555726838291,0.02010636657931248,0.16085093263449984,0.02010636657931248,0.6097256050562659,0.019025743795282875,0.8048371406527792,0.19516285934722083
american.hustle_tt1800241,0.0014768707028903277,0.00031595576619273305,0.043797699308012396,0.007487817902676726,0.9655435774202878,0.0005290034043121287,0.6848939452582001,0.3151060547417999
american.made_tt3532216,0.027307728133635543,0.0,0.06247089142111963,0.0,0.9258391033005247,0.0,0.8694562596515943,0.13054374034840563
american.pie.2_tt0252866,0.0,0.01809175723766471,0.04171780321246517,0.0098355294796576,0.9627693886056878,0.0,0.773289432828126,0.226710567171874
