key,player,pick,pos,college,year,team,n_college_picks,short_college,age,bench,broad,carav,def_int,def_int_td,def_int_yards,forty,fumbles_forced,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,games,height,kick_ret,kick_ret_td,kick_ret_yds,pass_att,pass_cmp,pass_defended,pass_int,pass_td,pass_yds,punt_ret,punt_ret_td,punt_ret_yds,rec_td,rec_yards,receptions,rush_att,rush_td,rush_yds,sacks,seasons,shuttle,tackles_assists,tackles_combined,tackles_loss,tackles_solo,threecone,vertical,weight
https://www.sports-reference.com/cfb/players/andrae-thurman-1.html,Andrae Thurman,257.0,WR,Arizona,2004.0,,87,Arizona,21.284661083852022,15.721887805051011,121.0,0.0,0.0,0.0,0.0,4.54,0.0,0.0,0.0,0.0,34.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,11.0,0.0,3.0,4.3,0.0,0.0,0.0,0.0,7.31,34.5,192.0
https://www.sports-reference.com/cfb/players/andre-branch-1.html,Andre Branch,257.0,DE,Clemson,2012.0,,217,Clemson,23.420924837204982,19.0,120.0,0.0,0.0,0.0,0.0,4.67,1.0,1.0,0.0,0.0,48.0,76.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,4.0,4.25,90.0,179.0,35.0,89.0,7.19,32.5,259.0
https://www.sports-reference.com/cfb/players/andre-brown-1.html,Andre Brown,257.0,RB,North Carolina State,2009.0,,63,North Carolina State,21.982110246733747,24.0,115.0,0.0,0.0,0.0,0.0,4.37,0.0,0.0,0.0,0.0,44.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,523.0,22.0,2539.0,0.0,4.0,4.33,0.0,1.0,0.0,1.0,7.35,37.0,224.0
https://www.sports-reference.com/cfb/players/andre-caldwell-1.html,Andre Caldwell,257.0,WR,Florida,2008.0,,304,Florida,22.476617679770772,18.08545025501752,124.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,53.0,72.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,16.0,0.0,0.0,41.0,4.0,293.0,0.0,5.0,4.11,0.0,1.0,0.0,1.0,6.75,33.0,204.0
https://www.sports-reference.com/cfb/players/andre-carter-1.html,Andre Carter,257.0,DE,California,2001.0,,141,California,23.97963079427406,20.0,132.0,0.0,0.0,0.0,0.0,4.84,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,0.0,0.0,0.0,0.0,7.045240279760978,38.5,249.0
https://www.sports-reference.com/cfb/players/andre-davis-1.html,Andre' Davis,257.0,WR,Virginia Tech,2002.0,,195,Virginia Tech,22.907202208381655,15.38396592192342,123.0,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0,0.0,39.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,0.0,0.0,11.0,4.0,121.0,0.0,4.0,4.1,0.0,0.0,0.0,0.0,6.77,39.5,194.0
https://www.sports-reference.com/cfb/players/andre-dyson-1.html,Andre Dyson,257.0,CB,Utah,2001.0,,146,Utah,21.577370263814224,15.197710704590065,119.0,0.0,13.0,4.0,0.0,4.4,0.0,0.0,0.0,30.0,32.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.150068010583347,0.0,0.0,0.0,0.0,6.904248577748013,34.841297349646766,179.0
https://www.sports-reference.com/cfb/players/andre-ellington-1.html,Andre Ellington,257.0,RB,Clemson,2013.0,,217,Clemson,21.64973824135318,17.725647691652625,122.0,0.0,0.0,0.0,0.0,4.61,0.0,0.0,0.0,0.0,49.0,69.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,621.0,33.0,3436.0,0.0,4.0,4.261095651238302,0.0,4.0,0.0,4.0,7.096279638156197,34.0,199.0
https://www.sports-reference.com/cfb/players/andre-fluellen-1.html,Andre Fluellen,257.0,DT,Florida State,2008.0,,142,Florida State,22.722619885264088,28.0,107.77667961720158,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.0,4.593717380082008,41.0,75.0,18.0,34.0,7.621950867872785,30.5715653647773,296.0
https://www.sports-reference.com/cfb/players/andre-goodman-1.html,Andre Goodman,257.0,CB,South Carolina,2002.0,,165,South Carolina,21.960306866406533,16.037992843706746,123.37436043107905,0.0,4.0,0.0,0.0,4.36,0.0,0.0,0.0,0.0,21.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.121347942956431,0.0,0.0,0.0,0.0,6.853339077047246,36.282390622615296,182.0
https://www.sports-reference.com/cfb/players/andre-gurode-1.html,Andre Gurode,257.0,OG,Colorado,2002.0,,104,Colorado,22.504797137718512,25.218533959447655,100.0,0.0,0.0,0.0,0.0,5.34,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0,8.15,30.5,316.0
https://www.sports-reference.com/cfb/players/andre-hal-1.html,Andre Hal,257.0,CB,Vanderbilt,2014.0,,63,Vanderbilt,21.557723649588432,15.0,119.0,0.0,6.0,0.0,0.0,4.5,0.0,1.0,0.0,0.0,50.0,70.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.27,37.0,133.0,12.0,96.0,7.14,35.5,188.0
https://www.sports-reference.com/cfb/players/andre-hall-1.html,Andre Hall,257.0,RB,South Florida,2006.0,,67,South Florida,21.327398109296627,18.0,113.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,23.0,68.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,480.0,24.0,2731.0,0.0,2.0,4.364725490340339,1.0,1.0,0.0,0.0,7.38,33.0,208.0
https://www.sports-reference.com/cfb/players/andre-johnson-1.html,Andre Johnson,257.0,WR,Miami (FL),2003.0,,261,Miami (FL),23.817172361700635,20.641745236536366,132.0,0.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0,34.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,11.0,0.0,3.0,4.155499959006631,0.0,0.0,0.0,0.0,6.853228399683477,39.0,230.0
https://www.sports-reference.com/cfb/players/andre-king-1.html,Andre King,257.0,WR,Miami (FL),2001.0,,261,Miami (FL),21.84568813560705,15.35944734292275,118.0233305999732,0.0,0.0,0.0,0.0,4.61,0.0,0.0,0.0,0.0,41.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.2494526608943115,0.0,0.0,0.0,0.0,7.049817664505107,33.9247060753579,199.0
https://www.sports-reference.com/cfb/players/andre-smith-3.html,Andre Smith,257.0,OT,Alabama,2009.0,,337,Alabama,23.050362996081606,29.192091855766648,101.93062280855231,0.0,0.0,0.0,0.0,5.28,0.0,0.0,0.0,0.0,26.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,4.763275250229395,0.0,2.0,0.0,2.0,7.886172742572424,28.424050394104285,332.0
https://www.sports-reference.com/cfb/players/andre-williams-2.html,Andre Williams,257.0,RB,Boston Col.,2014.0,,107,Boston Col.,22.640704458032772,23.16552443006674,129.0,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0,0.0,44.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,28.0,3739.0,0.0,4.0,4.06,1.0,3.0,0.0,2.0,7.27,38.0,230.0
https://www.sports-reference.com/cfb/players/andre-woodson-1.html,Andre Woodson,257.0,QB,Kentucky,2008.0,,118,Kentucky,22.302167812683884,15.351823401688932,114.16584346404596,0.0,0.0,0.0,0.0,4.85,0.0,0.0,0.0,0.0,44.0,76.0,0.0,0.0,0.0,1278.0,791.0,0.0,25.0,79.0,9360.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,5.0,-490.0,0.0,4.0,4.379830062579432,0.0,1.0,0.0,1.0,7.220624579233044,32.098143468986876,229.0
https://www.sports-reference.com/cfb/players/andre-woolfolk-1.html,Andre Woolfolk,257.0,CB,Oklahoma,2003.0,,269,Oklahoma,23.079758168175925,10.0,128.0,0.0,3.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,42.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,11.0,0.0,4.0,3.96,0.0,0.0,0.0,0.0,6.78,35.5,197.0
https://www.sports-reference.com/cfb/players/andrew-datko-1.html,Andrew Datko,257.0,OT,Florida State,2012.0,,142,Florida State,23.070374951075284,26.100164870729316,100.0,0.0,0.0,0.0,0.0,5.19,0.0,0.0,0.0,0.0,13.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.54,0.0,1.0,0.0,1.0,7.71,29.5,315.0
https://www.sports-reference.com/cfb/players/andrew-donnal-1.html,Andrew Donnal,257.0,OT,Iowa,2015.0,,203,Iowa,23.736433698005737,17.0,101.0,0.0,0.0,0.0,0.0,5.31,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,0.0,0.0,7.84,32.0,313.0
https://www.sports-reference.com/cfb/players/andrew-jackson-2.html,Andrew Jackson,257.0,OG,Fresno State,2011.0,,42,SMALL SCHOOL,22.59852971684592,25.0,98.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,25.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.65,0.0,2.0,0.0,2.0,7.55,28.0,299.0
https://www.sports-reference.com/cfb/players/andrew-larson-1.html,Andrew Larson,257.0,P,California,2008.0,,141,California,20.934795245194728,13.300336495431395,109.35571278450907,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,26.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.405384309605514,1.0,6.0,0.0,5.0,7.3253530795065895,30.234364419258128,202.0
https://www.sports-reference.com/cfb/players/andrew-luck-1.html,Andrew Luck,257.0,QB,Stanford,2012.0,,190,Stanford,23.741502390408545,17.773315636617212,124.0,0.0,0.0,0.0,0.0,4.59,0.0,0.0,0.0,0.0,38.0,76.0,0.0,0.0,0.0,1064.0,713.0,0.0,22.0,82.0,9430.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,7.0,957.0,0.0,3.0,4.28,0.0,3.0,0.0,3.0,6.8,36.0,234.0
https://www.sports-reference.com/cfb/players/andrew-mcgee-1.html,Andrew McGee,257.0,CB,Oklahoma State,2011.0,,57,Oklahoma State,21.556915902183118,14.788864484730738,117.0,0.0,6.0,0.0,0.0,4.71,1.0,0.0,0.0,0.0,23.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.2737086775105,17.0,84.0,4.0,67.0,7.118108673197096,34.0,195.0
https://www.sports-reference.com/cfb/players/andrew-means-1.html,Andrew Means,257.0,WR,Indiana,2009.0,,71,Indiana,23.16857270392855,12.0,116.0,0.0,0.0,0.0,0.0,4.36,0.0,0.0,0.0,0.0,35.0,73.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,-2.0,0.0,3.0,4.21,0.0,1.0,0.0,1.0,6.85,34.5,214.0
https://www.sports-reference.com/cfb/players/andrew-quarless-1.html,Andrew Quarless,257.0,TE,Penn State,2010.0,,100,Penn State,22.649703940880805,23.0,112.0,0.0,0.0,0.0,0.0,4.68,0.0,0.0,0.0,0.0,47.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.3807114567934455,0.0,4.0,0.0,4.0,7.224305303485705,32.0,254.0
https://www.sports-reference.com/cfb/players/andrew-shull-1.html,Andrew Shull,257.0,DE,Kansas State,2004.0,,68,Kansas State,22.832490681068663,16.0,107.0,0.0,0.0,0.0,0.0,4.9,0.0,1.0,0.0,2.0,15.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.28,0.0,0.0,0.0,0.0,7.46,30.5,265.0
https://www.sports-reference.com/cfb/players/andrew-tiller-1.html,Andrew Tiller,257.0,OG,Syracuse,2012.0,,100,Syracuse,22.745756520753062,16.0,85.0,0.0,0.0,0.0,0.0,5.44,0.0,0.0,0.0,0.0,13.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,1.0,1.0,0.0,0.0,7.92,23.0,324.0
https://www.sports-reference.com/cfb/players/andrew-walter-1.html,Andrew Walter,257.0,QB,Arizona State,2005.0,,70,Arizona State,22.63875165646721,14.36688744620929,115.22127438370286,0.0,0.0,0.0,0.0,4.86,0.0,0.0,0.0,0.0,48.0,78.0,0.0,0.0,0.0,1416.0,777.0,0.0,36.0,85.0,10617.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,-475.0,0.0,4.0,4.37485001722203,0.0,0.0,0.0,0.0,7.183249973048703,32.300481801194934,233.0
https://www.sports-reference.com/cfb/players/andrus-peat-1.html,Andrus Peat,257.0,OT,Stanford,2015.0,,190,Stanford,22.835472486714128,25.310333539470832,105.0,0.0,0.0,0.0,0.0,5.18,0.0,0.0,0.0,0.0,14.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.62,0.0,1.0,0.0,1.0,8.01,31.0,313.0
https://www.sports-reference.com/cfb/players/andy-dalton-1.html,Andy Dalton,257.0,QB,TCU,2011.0,,143,TCU,21.890153958464584,14.544056699998691,106.0,0.0,0.0,0.0,0.0,4.83,0.0,0.0,0.0,0.0,50.0,74.0,0.0,0.0,0.0,1317.0,812.0,0.0,30.0,71.0,10314.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,22.0,1611.0,0.0,4.0,4.27,0.0,1.0,0.0,1.0,6.93,29.5,215.0
https://www.sports-reference.com/cfb/players/andy-gallik-1.html,Andy Gallik,257.0,C,Boston Col.,2015.0,,107,Boston Col.,22.05003064917188,29.0,96.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58,0.0,0.0,0.0,0.0,7.66,27.0,306.0
https://www.sports-reference.com/cfb/players/andy-groom-1.html,Andy Groom,257.0,P,Ohio State,2003.0,,149,Ohio State,21.72834574644959,14.704086388308724,117.52823769497209,0.0,0.0,0.0,0.0,4.63,0.0,0.0,0.0,0.0,35.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,37.0,0.0,3.0,4.253114849767402,0.0,0.0,0.0,0.0,7.056674486179377,33.66461901666348,196.0
https://www.sports-reference.com/cfb/players/andy-lee-1.html,Andy Lee,257.0,P,Pittsburgh,2004.0,,143,Pittsburgh,21.00009342490747,12.881556943283016,108.41508313781036,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,48.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-15.0,0.0,4.0,4.433430777536071,0.0,0.0,0.0,0.0,7.360321576884952,29.749100205172113,207.0
https://www.sports-reference.com/cfb/players/andy-levitre-1.html,Andy Levitre,257.0,OG,Oregon State,2009.0,,54,Oregon State,23.069946032346806,23.0,103.0,0.0,0.0,0.0,0.0,5.33,0.0,0.0,0.0,0.0,29.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.52,0.0,3.0,0.0,3.0,7.673862029349006,30.5,305.0
https://www.sports-reference.com/cfb/players/angelo-blackson-1.html,Angelo Blackson,257.0,DT,Auburn,2015.0,,200,Auburn,24.280953550552585,20.0,101.0,0.0,0.0,0.0,0.0,5.02,3.0,0.0,0.0,0.0,49.0,76.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.0,4.57,33.0,65.0,18.0,32.0,7.5,31.0,318.0
https://www.sports-reference.com/cfb/players/angelo-craig-1.html,Angelo Craig,257.0,OLB,Cincinnati,2008.0,,107,Cincinnati,22.194172777736117,21.0,118.0,0.0,0.0,0.0,0.0,5.07,0.0,2.0,0.0,37.0,34.0,76.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.490376203406274,35.0,78.0,18.0,43.0,7.404140389638434,30.5,252.0
https://www.sports-reference.com/cfb/players/angelo-crowell-1.html,Angelo Crowell,257.0,ILB,Virginia,2003.0,,104,Virginia,22.10937791632256,25.0,114.48421289954356,0.0,2.0,0.0,0.0,4.73,0.0,0.0,0.0,0.0,12.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.29,0.0,0.0,0.0,0.0,7.08,32.5,236.0
https://www.sports-reference.com/cfb/players/anthony-allen-1.html,Anthony Allen,257.0,RB,Georgia Tech,2011.0,,104,Georgia Tech,23.501062517955216,24.0,120.0,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0,0.0,52.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,546.0,33.0,3036.0,0.0,5.0,4.06,4.0,9.0,0.0,5.0,6.79,41.5,228.0
https://www.sports-reference.com/cfb/players/anthony-alridge-1.html,Anthony Alridge,257.0,RB,Houston,2008.0,,63,Houston,21.22507154169825,14.442571218887508,134.0,0.0,0.0,0.0,0.0,4.36,0.0,0.0,0.0,0.0,39.0,69.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,1.0,34.0,0.0,0.0,0.0,9.0,0.0,0.0,363.0,22.0,2595.0,0.0,3.0,4.1860515661372855,2.0,2.0,0.0,0.0,6.88,30.5,170.0
https://www.sports-reference.com/cfb/players/anthony-arline-1.html,Anthony Arline,257.0,CB,Baylor,2007.0,,104,Baylor,22.488368782079725,12.0,124.0,0.0,6.0,0.0,0.0,4.43,1.0,0.0,0.0,40.0,34.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.46,14.0,50.0,1.0,36.0,7.02,34.5,199.0
https://www.sports-reference.com/cfb/players/anthony-barr-1.html,Anthony Barr,257.0,OLB,UCLA,2014.0,,166,UCLA,24.402271699453625,15.0,119.0,0.0,0.0,0.0,0.0,4.66,10.0,4.0,0.0,0.0,50.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,1.0,54.0,23.5,4.0,4.19,47.0,152.0,42.0,105.0,6.82,34.5,255.0
https://www.sports-reference.com/cfb/players/anthony-becht-1.html,Anthony Becht,257.0,TE,West Virginia,2000.0,,124,West Virginia,24.08281882347933,22.15833564135903,123.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,38.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.08,0.0,0.0,0.0,0.0,6.94,33.5,270.0
https://www.sports-reference.com/cfb/players/anthony-boone-1.html,Anthony Boone,257.0,QB,Duke,2015.0,,38,SMALL SCHOOL,20.882524437970297,16.700315347758163,100.0,0.0,0.0,0.0,0.0,5.03,0.0,0.0,0.0,0.0,46.0,72.0,0.0,0.0,0.0,923.0,540.0,0.0,24.0,38.0,5789.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,16.0,800.0,0.0,4.0,4.62,0.0,1.0,0.0,1.0,7.47,26.5,231.0
https://www.sports-reference.com/cfb/players/anthony-cantele-1.html,Anthony Cantele,257.0,K,Kansas State,2013.0,,68,Kansas State,20.74612344096732,12.602240502114427,112.92168474608808,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,39.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,4.300102594203047,1.0,4.0,0.0,3.0,7.1698864767766395,31.74471609857015,180.0
https://www.sports-reference.com/cfb/players/anthony-chickillo-1.html,Anthony Chickillo,257.0,DE,Miami (FL),2015.0,,261,Miami (FL),23.118252800338045,27.0,114.0,0.0,0.0,0.0,0.0,4.79,2.0,4.0,0.0,7.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,4.0,4.25,84.0,171.0,27.0,87.0,7.17,34.5,267.0
https://www.sports-reference.com/cfb/players/anthony-davis-2.html,Anthony Davis,257.0,OT,Rutgers,2010.0,,69,Rutgers,23.281443954580986,21.0,99.0,0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0,0.0,25.0,77.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.97,2.0,2.0,0.0,0.0,8.17,33.0,323.0
https://www.sports-reference.com/cfb/players/anthony-davis-3.html,Anthony Davis,257.0,RB,Wisconsin,2005.0,,208,Wisconsin,21.62707079360732,18.0,121.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,40.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,42.0,4676.0,0.0,4.0,4.319881053560439,0.0,0.0,0.0,0.0,7.39,38.0,200.0
https://www.sports-reference.com/cfb/players/anthony-dixon-1.html,Anthony Dixon,257.0,RB,Mississippi State,2010.0,,65,Mississippi State,23.026276851344836,15.0,121.0,0.0,0.0,0.0,0.0,4.67,1.0,0.0,0.0,0.0,48.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,910.0,42.0,3994.0,0.0,4.0,4.49,0.0,1.0,0.0,1.0,7.09,33.0,233.0
https://www.sports-reference.com/cfb/players/anthony-fasano-1.html,Anthony Fasano,257.0,TE,Notre Dame,2006.0,,240,Notre Dame,23.757335476130898,19.0,112.0,0.0,0.0,0.0,0.0,4.72,0.0,0.0,0.0,0.0,34.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.34,1.0,3.0,0.0,2.0,6.94,33.5,259.0
https://www.sports-reference.com/cfb/players/anthony-felder-1.html,Anthony Felder,257.0,ILB,California,2009.0,,141,California,21.78128996364924,28.0,116.0,0.0,2.0,0.0,0.0,4.69,2.0,0.0,0.0,0.0,51.0,74.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.0,4.306318539388178,133.0,251.0,12.0,118.0,7.172355875919954,33.56844184818165,233.0
https://www.sports-reference.com/cfb/players/anthony-fera-1.html,Anthony Fera,257.0,K,Texas,2014.0,,190,Texas,21.518880470870574,14.711899708272114,112.3039717412139,0.0,0.0,0.0,0.0,4.85,0.0,0.0,0.0,0.0,42.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.372310030556532,0.0,1.0,0.0,1.0,7.251669502681137,31.487938782930243,211.0
https://www.sports-reference.com/cfb/players/anthony-floyd-1.html,Anthony Floyd,257.0,S,Louisville,2003.0,,142,Louisville,21.519589315884655,19.0,117.0,0.0,18.0,1.0,0.0,4.6,0.0,0.0,0.0,0.0,44.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.2,0.0,0.0,0.0,0.0,7.09,33.5,202.0
https://www.sports-reference.com/cfb/players/anthony-gonzalez-1.html,Anthony Gonzalez,257.0,WR,Ohio State,2007.0,,149,Ohio State,23.075175727442854,15.452956662907695,123.0,0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.0,33.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,36.0,0.0,3.0,4.08,0.0,1.0,0.0,1.0,6.54,38.0,193.0
https://www.sports-reference.com/cfb/players/anthony-harris-4.html,Anthony Harris,257.0,S,Virginia,2015.0,,104,Virginia,21.82404336233886,12.292049538551623,120.16184399002762,0.0,11.0,0.0,0.0,4.56,2.0,0.0,0.0,0.0,49.0,73.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.189138852662007,144.0,289.0,7.0,145.0,6.931075173120676,34.44056724669254,183.0
