pos,year,n_college_picks,short_college,age,bench,broad,def_int,def_int_td,def_int_yards,forty,fumbles_forced,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,games,height,kick_ret,kick_ret_td,kick_ret_yds,pass_att,pass_cmp,pass_defended,pass_int,pass_td,pass_yds,punt_ret,punt_ret_td,punt_ret_yds,rec_td,rec_yards,receptions,rush_att,rush_td,rush_yds,sacks,seasons,shuttle,tackles_assists,tackles_combined,tackles_loss,tackles_solo,threecone,vertical,weight
19,2011.0,68,26,23.0,20.268169598943015,115.84729867783396,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,25.0,74.57575807319913,0.0,0.0,0.0,12.0,7.0,0.0,1.0,2.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,30.0,2850.0,0.0,2.0,4.377298442945409,0.0,3.0,0.0,3.0,7.22243284116216,33.60095806470615,251.65830499645529
3,2015.0,331,29,20.0,18.5103131866334,108.56557746839664,0.0,0.0,0.0,4.773845251089711,2.0,1.0,0.0,25.0,38.0,70.09501746183258,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.0,4.438504653496986,90.0,142.0,21.0,52.0,7.463628251855314,29.228688793401574,199.7024727899452
10,2000.0,101,23,23.0,20.268169598943015,115.84729867783396,4.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,33.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
23,2012.0,195,81,24.0,20.85412173637945,118.27453908097964,0.0,0.0,0.0,4.7718309236587695,0.0,0.0,0.0,0.0,55.0,76.069338276988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,13.0,0.0,45.0,0.0,4.0,4.35689637276155,0.0,1.0,0.0,1.0,7.14203437093111,35.05838115514095,268.97691573195857
12,2015.0,142,83,22.0,19.682217461506497,113.4200582746881,0.0,0.0,0.0,4.772838087374241,0.0,6.0,0.0,0.0,50.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,4.0,4.39770051312927,95.0,199.0,24.0,104.0,7.302831311393215,32.14353497427126,234.33969426095223
7,2011.0,104,7,26.0,22.026026011252554,123.12901988727116,0.0,0.0,0.0,4.770823759943299,0.0,0.0,0.0,0.0,12.0,79.05649868456572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.316092232393833,0.0,1.0,0.0,1.0,6.981237430469009,37.97322733601069,303.6141372029656
2,2011.0,160,46,22.0,19.682217461506497,113.4200582746881,5.0,1.0,0.0,4.772838087374241,0.0,0.0,0.0,0.0,35.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.39770051312927,25.0,72.0,3.0,47.0,7.302831311393215,32.14353497427126,234.33969426095223
15,2015.0,304,16,21.0,19.096265324069837,110.99281787154244,0.0,0.0,0.0,4.773341669231974,5.0,2.0,0.0,27.0,36.0,71.58859766562142,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,3.0,4.418102583313128,67.0,140.0,33.0,73.0,7.383229781624261,30.686111883836418,217.02108352544823
23,2000.0,182,74,21.0,19.096265324069837,110.99281787154244,0.0,0.0,0.0,4.773341669231974,0.0,0.0,0.0,0.0,43.0,71.58859766562142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,522.0,22.0,2818.0,0.0,4.0,4.418102583313128,0.0,0.0,0.0,0.0,7.383229781624261,30.686111883836418,217.02108352544823
23,2005.0,10,64,21.0,19.096265324069837,110.99281787154244,0.0,0.0,0.0,4.773341669231974,0.0,0.0,0.0,0.0,35.0,71.58859766562142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,2.0,1.0,-5.0,0.0,3.0,4.418102583313128,0.0,0.0,0.0,0.0,7.383229781624261,30.686111883836418,217.02108352544823
22,2007.0,191,56,22.0,19.682217461506497,113.4200582746881,0.0,0.0,0.0,4.772838087374241,2.0,0.0,0.0,0.0,49.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,27.0,2.0,84.0,0.0,4.0,4.39770051312927,8.0,17.0,0.0,9.0,7.302831311393215,32.14353497427126,234.33969426095223
5,2010.0,55,30,22.0,19.682217461506497,113.4200582746881,1.0,0.0,0.0,4.772838087374241,1.0,1.0,0.0,0.0,49.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,4.0,4.39770051312927,125.0,197.0,25.0,72.0,7.302831311393215,32.14353497427126,234.33969426095223
3,2011.0,217,13,21.0,19.096265324069837,110.99281787154244,1.0,0.0,0.0,4.773341669231974,1.0,0.0,0.0,0.0,38.0,71.58859766562142,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,3.0,4.418102583313128,61.0,150.0,45.0,89.0,7.383229781624261,30.686111883836418,217.02108352544823
5,2014.0,123,59,22.0,19.682217461506497,113.4200582746881,0.0,0.0,0.0,4.772838087374241,0.0,1.0,0.0,0.0,36.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.0,4.39770051312927,41.0,86.0,14.0,45.0,7.302831311393215,32.14353497427126,234.33969426095223
2,2009.0,89,75,23.0,20.268169598943015,115.84729867783396,12.0,2.0,0.0,4.772334505516502,1.0,0.0,0.0,16.0,45.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.377298442945409,84.0,224.0,2.0,140.0,7.22243284116216,33.60095806470615,251.65830499645529
2,2009.0,64,15,23.0,20.268169598943015,115.84729867783396,10.0,2.0,0.0,4.772334505516502,3.0,0.0,0.0,0.0,45.0,74.57575807319913,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,13.0,0.0,4.0,4.377298442945409,56.0,181.0,8.0,125.0,7.22243284116216,33.60095806470615,251.65830499645529
10,2012.0,240,50,23.0,20.268169598943015,115.84729867783396,2.0,0.0,0.0,4.772334505516502,1.0,0.0,0.0,0.0,50.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,4.0,4.377298442945409,71.0,157.0,33.0,86.0,7.22243284116216,33.60095806470615,251.65830499645529
12,2015.0,117,33,23.0,20.268169598943015,115.84729867783396,0.0,0.0,0.0,4.772334505516502,1.0,5.0,0.0,0.0,42.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.0,4.377298442945409,51.0,125.0,20.0,74.0,7.22243284116216,33.60095806470615,251.65830499645529
5,2015.0,177,4,21.0,19.096265324069837,110.99281787154244,0.0,0.0,0.0,4.773341669231974,3.0,3.0,0.0,21.0,25.0,71.58859766562142,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,2.0,4.418102583313128,46.0,92.0,21.0,46.0,7.383229781624261,30.686111883836418,217.02108352544823
2,2013.0,66,41,22.0,19.682217461506497,113.4200582746881,6.0,2.0,0.0,4.772838087374241,1.0,0.0,0.0,0.0,26.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.39770051312927,22.0,64.0,2.0,42.0,7.302831311393215,32.14353497427126,234.33969426095223
23,2004.0,53,32,22.0,19.682217461506497,113.4200582746881,0.0,0.0,0.0,4.772838087374241,0.0,0.0,0.0,0.0,47.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,21.0,0.0,188.0,0.0,4.0,4.39770051312927,0.0,0.0,0.0,0.0,7.302831311393215,32.14353497427126,234.33969426095223
2,2006.0,277,77,21.0,19.096265324069837,110.99281787154244,8.0,1.0,0.0,4.773341669231974,1.0,0.0,0.0,0.0,37.0,71.58859766562142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.418102583313128,14.0,50.0,3.0,36.0,7.383229781624261,30.686111883836418,217.02108352544823
5,2004.0,122,17,23.0,20.268169598943015,115.84729867783386,0.0,0.0,0.0,4.772334505516506,0.0,0.0,0.0,0.0,0.0,74.57575807319915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37729844294541,0.0,0.0,0.0,0.0,7.222432841162162,33.600958064706134,251.6583049964555
23,2015.0,28,64,23.0,20.268169598943015,115.84729867783396,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,54.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,12.0,1.0,52.0,0.0,4.0,4.377298442945409,14.0,15.0,0.0,1.0,7.22243284116216,33.60095806470615,251.65830499645529
2,2014.0,76,37,22.0,19.682217461506497,113.4200582746881,10.0,1.0,0.0,4.772838087374241,3.0,1.0,0.0,0.0,43.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.39770051312927,61.0,165.0,11.0,104.0,7.302831311393215,32.14353497427126,234.33969426095223
23,2002.0,28,64,23.0,20.268169598943015,115.84729867783396,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,35.0,74.57575807319913,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,105.0,0.0,4.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
23,2000.0,304,16,21.0,19.096265324069837,110.99281787154244,0.0,0.0,0.0,4.773341669231974,0.0,0.0,0.0,0.0,32.0,71.58859766562142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,26.0,0.0,3.0,4.418102583313128,0.0,0.0,0.0,0.0,7.383229781624261,30.686111883836418,217.02108352544823
10,2004.0,261,35,23.0,20.268169598943015,115.84729867783396,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,0.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
2,2010.0,47,64,23.0,20.268169598943015,115.84729867783396,8.0,0.0,0.0,4.772334505516502,3.0,0.0,0.0,0.0,45.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.377298442945409,117.0,295.0,12.0,178.0,7.22243284116216,33.60095806470615,251.65830499645529
2,2007.0,143,61,22.0,19.682217461506497,113.4200582746881,8.0,2.0,0.0,4.772838087374241,0.0,0.0,0.0,0.0,35.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.39770051312927,14.0,80.0,5.0,66.0,7.302831311393215,32.14353497427126,234.33969426095223
3,2000.0,68,26,23.0,20.268169598943015,115.84729867783396,2.0,1.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,11.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
19,2008.0,177,4,21.0,19.096265324069837,110.99281787154244,0.0,0.0,0.0,4.773341669231974,0.0,0.0,0.0,0.0,38.0,71.58859766562142,0.0,1.0,0.0,22.0,14.0,0.0,1.0,7.0,205.0,0.0,0.0,0.0,2.0,0.0,0.0,785.0,41.0,4590.0,0.0,3.0,4.418102583313128,0.0,5.0,0.0,5.0,7.383229781624261,30.686111883836418,217.02108352544823
19,2005.0,68,26,22.0,19.682217461506497,113.4200582746881,0.0,0.0,0.0,4.772838087374241,0.0,0.0,0.0,0.0,45.0,73.0821778694103,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,815.0,45.0,4979.0,0.0,4.0,4.39770051312927,0.0,0.0,0.0,0.0,7.302831311393215,32.14353497427126,234.33969426095223
23,2015.0,104,20,22.0,19.682217461506497,113.4200582746881,0.0,0.0,0.0,4.772838087374241,0.0,0.0,0.0,0.0,35.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.39770051312927,1.0,2.0,0.0,1.0,7.302831311393215,32.14353497427126,234.33969426095223
23,2009.0,117,33,22.0,19.682217461506497,113.4200582746881,0.0,0.0,0.0,4.772838087374241,0.0,0.0,0.0,0.0,38.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,25.0,2.0,314.0,0.0,3.0,4.39770051312927,0.0,3.0,0.0,3.0,7.302831311393215,32.14353497427126,234.33969426095223
10,2005.0,104,80,22.0,19.682217461506497,113.4200582746881,1.0,0.0,0.0,4.772838087374241,0.0,0.0,0.0,0.0,26.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.39770051312927,0.0,0.0,0.0,0.0,7.302831311393215,32.14353497427126,234.33969426095223
5,2009.0,104,20,23.0,20.268169598943015,115.84729867783396,0.0,0.0,0.0,4.772334505516502,1.0,0.0,0.0,0.0,52.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,5.0,4.377298442945409,32.0,84.0,26.0,52.0,7.22243284116216,33.60095806470615,251.65830499645529
1,2015.0,53,32,24.0,20.85412173637945,118.27453908097964,5.0,0.0,0.0,4.7718309236587695,1.0,0.0,0.0,0.0,50.0,76.069338276988,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.35689637276155,64.0,186.0,11.0,122.0,7.14203437093111,35.05838115514095,268.97691573195857
10,2010.0,261,35,22.0,19.682217461506497,113.4200582746881,1.0,1.0,0.0,4.772838087374241,1.0,0.0,0.0,0.0,49.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.0,4.39770051312927,101.0,255.0,27.0,154.0,7.302831311393215,32.14353497427126,234.33969426095223
3,2006.0,195,81,21.0,19.096265324069837,110.99281787154244,1.0,0.0,0.0,4.773341669231974,3.0,0.0,0.0,0.0,40.0,71.58859766562142,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,4.418102583313128,21.0,48.0,15.0,27.0,7.383229781624261,30.686111883836418,217.02108352544823
23,2002.0,261,35,23.0,20.268169598943015,115.84729867783396,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,39.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,-8.0,0.0,5.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
10,2004.0,104,20,22.0,19.682217461506497,113.4200582746881,3.0,1.0,0.0,4.772838087374241,0.0,1.0,0.0,7.0,37.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.39770051312927,0.0,0.0,0.0,0.0,7.302831311393215,32.14353497427126,234.33969426095223
10,2010.0,143,70,23.0,20.268169598943015,115.84729867783396,4.0,1.0,0.0,4.772334505516502,2.0,0.0,0.0,0.0,50.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.0,4.377298442945409,72.0,220.0,21.0,148.0,7.22243284116216,33.60095806470615,251.65830499645529
7,2015.0,269,53,23.0,20.268169598943015,115.84729867783396,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,0.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
2,2007.0,142,83,22.0,19.682217461506497,113.4200582746881,4.0,1.0,0.0,4.772838087374241,0.0,0.0,0.0,0.0,33.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.39770051312927,55.0,130.0,4.0,75.0,7.302831311393215,32.14353497427126,234.33969426095223
3,2013.0,166,76,23.0,20.268169598943015,115.84729867783396,0.0,0.0,0.0,4.772334505516502,3.0,0.0,0.0,0.0,51.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.5,5.0,4.377298442945409,58.0,148.0,37.0,90.0,7.22243284116216,33.60095806470615,251.65830499645529
22,2001.0,160,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2014.0,38,64,21.0,19.096265324069837,110.99281787154244,0.0,0.0,0.0,4.773341669231974,0.0,1.0,0.0,0.0,26.0,71.58859766562142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.418102583313128,0.0,1.0,0.0,1.0,7.383229781624261,30.686111883836418,217.02108352544823
3,2004.0,166,76,23.0,20.268169598943015,115.84729867783396,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,0.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
18,2003.0,142,31,23.0,20.268169598943015,115.84729867783396,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,41.0,74.57575807319913,0.0,0.0,0.0,1180.0,685.0,0.0,29.0,74.0,8564.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,9.0,597.0,0.0,4.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
9,2005.0,76,37,22.0,19.682217461506497,113.4200582746881,0.0,0.0,0.0,4.772838087374241,0.0,0.0,0.0,0.0,45.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-4.0,0.0,4.0,4.39770051312927,0.0,0.0,0.0,0.0,7.302831311393215,32.14353497427126,234.33969426095223
22,2000.0,50,8,23.0,20.268169598943015,115.84729867783396,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,23.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
17,2002.0,18,64,23.0,20.268169598943015,115.84729867783396,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,44.0,74.57575807319913,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-30.0,0.0,4.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
2,2005.0,107,12,23.0,20.268169598943015,115.84729867783396,9.0,1.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,44.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
2,2013.0,67,47,21.0,19.096265324069837,110.99281787154244,18.0,3.0,0.0,4.773341669231974,1.0,0.0,0.0,0.0,39.0,71.58859766562142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.418102583313128,51.0,177.0,4.0,126.0,7.383229781624261,30.686111883836418,217.02108352544823
23,2006.0,24,64,23.0,20.268169598943015,115.84729867783396,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,46.0,74.57575807319913,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,20.0,0.0,0.0,4.0,0.0,18.0,0.0,4.0,4.377298442945409,1.0,1.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
7,2005.0,240,36,23.0,20.268169598943015,115.84729867783396,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,0.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
21,2013.0,104,14,21.0,19.096265324069837,110.99281787154244,0.0,0.0,0.0,4.773341669231974,0.0,0.0,0.0,0.0,0.0,71.58859766562142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.418102583313128,0.0,0.0,0.0,0.0,7.383229781624261,30.686111883836418,217.02108352544823
2,2000.0,177,4,22.0,19.682217461506497,113.4200582746881,7.0,1.0,0.0,4.772838087374241,0.0,0.0,0.0,0.0,33.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.39770051312927,0.0,0.0,0.0,0.0,7.302831311393215,32.14353497427126,234.33969426095223
10,2005.0,190,68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2009.0,240,50,22.0,19.682217461506497,113.4200582746881,7.0,0.0,0.0,4.772838087374241,3.0,0.0,0.0,0.0,48.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.39770051312927,76.0,213.0,8.0,137.0,7.302831311393215,32.14353497427126,234.33969426095223
9,2009.0,277,77,22.0,19.682217461506497,113.4200582746881,0.0,0.0,0.0,4.772838087374241,0.0,0.0,0.0,0.0,39.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.39770051312927,0.0,5.0,0.0,5.0,7.302831311393215,32.14353497427126,234.33969426095223
18,2002.0,38,64,23.0,20.268169598943015,115.84729867783396,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,35.0,74.57575807319913,0.0,0.0,0.0,845.0,530.0,0.0,20.0,61.0,6927.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,9.0,118.0,0.0,5.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
5,2011.0,166,76,23.0,20.268169598943015,115.84729867783396,0.0,0.0,0.0,4.772334505516502,1.0,0.0,0.0,0.0,40.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,4.0,4.377298442945409,24.0,66.0,10.0,42.0,7.22243284116216,33.60095806470615,251.65830499645529
23,2007.0,195,81,22.0,19.682217461506497,113.4200582746881,0.0,0.0,0.0,4.772838087374241,0.0,0.0,0.0,0.0,49.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,-25.0,0.0,4.0,4.39770051312927,1.0,3.0,0.0,2.0,7.302831311393215,32.14353497427126,234.33969426095223
19,2015.0,95,39,22.0,19.682217461506497,113.4200582746881,0.0,0.0,0.0,4.772838087374241,0.0,0.0,0.0,0.0,35.0,73.0821778694103,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,20.0,2893.0,0.0,4.0,4.39770051312927,2.0,3.0,0.0,1.0,7.302831311393215,32.14353497427126,234.33969426095223
